yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,locationid,topicid,questionid,responseid,datavaluetypeid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,stratificationcategoryid3,stratificationid3
2015,2019,DC,District of Columbia,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,3.8,3.8,,,2.6,5.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-77.036871 38.907192),11,CAN,CAN03,,AGEADJRATE,RACE,BLK,,,,
2016,2020,MA,Massachusetts,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,20.4,20.4,,,18.7,22.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-72.08269067499964 42.27687047000046),25,CAN,CAN04,,CRDRATE,RACE,BLK,,,,
2015,2019,WY,Wyoming,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,27.8,27.8,,,25.4,30.3,Sex,Female,,,,,POINT (-108.10983035299967 43.23554134300048),56,CAN,CAN04,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,MD,Maryland,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-76.60926011099963 39.29058096400047),24,CAN,CAN05,,AGEADJRATE,RACE,AIAN,,,
2016,2020,CT,Connecticut,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,26,26,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN07,,NMBR,RACE,AIAN,,,,
2016,2020,MT,Montana,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),30,CAN,CAN02,,AGEADJRATE,RACE,API,,,
2015,2019,DC,District of Columbia,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,26.5,26.5,,,16.6,39.9,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-77.036871 38.907192),11,CAN,CAN04,,AGEADJRATE,RACE,API,,,,
2016,2020,IA,Iowa,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,50.1,50.1,,,49,51.2,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),19,CAN,CAN04,,CRDRATE,OVERALL,OVR,,,,
2015,2019,AK,Alaska,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,413.4,413.4,,,403.6,423.4,Sex,Female,,,,,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN07,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,SC,South Carolina,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,81.1,81.1,,,73.4,89.3,Race/Ethnicity,Hispanic,,,,,POINT (-81.04537120699968 33.998821303000454),45,CAN,CAN08,,AGEADJRATE,RACE,HIS,,,,
2015,2019,WI,Wisconsin,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,18.5,18.5,,,17.8,19.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,CAN,CAN02,,AGEADJRATE,RACE,WHT,,,,
2015,2019,KY,Kentucky,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,47,47,,,45.9,48.1,Sex,Female,,,,,POINT (-84.77497104799966 37.645970271000465),21,CAN,CAN04,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,FL,Florida,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,4,4,,,3.5,4.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN03,,AGEADJRATE,RACE,BLK,,,,
2015,2019,HI,Hawaii,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,22.2,22.2,,,20.9,23.5,Sex,Female,,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN04,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,NE,Nebraska,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,154.7,154.7,,,152.2,157.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN08,,AGEADJRATE,RACE,WHT,,,,
2015,2019,MN,Minnesota,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,38.1,38.1,,,37.1,39.1,Sex,Male,,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN04,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,SC,South Carolina,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,CAN,CAN03,,AGEADJRATE,RACE,AIAN,,,
2015,2019,IL,Illinois,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,108,108,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),17,CAN,CAN03,,NMBR,RACE,WHT,,,,
2016,2020,MI,Michigan,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,43.6,43.6,,,42,45.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),26,CAN,CAN04,,AGEADJRATE,RACE,BLK,,,,
2015,2019,WA,Washington,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,11.7,11.7,,,10.3,13.4,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-120.47001078999972 47.52227862900048),53,CAN,CAN02,,AGEADJRATE,RACE,API,,,,
2015,2019,NV,Nevada,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,Number,Number,11,11,,,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),32,CAN,CAN05,,NMBR,RACE,API,,,,
2016,2020,HI,Hawaii,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,12.2,12.2,,,11,13.5,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN05,,AGEADJRATE,RACE,API,,,,
2016,2020,NV,Nevada,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,8,8,,,7.2,8.9,Race/Ethnicity,Hispanic,,,,,POINT (-117.07184056399967 39.493240390000494),32,CAN,CAN04,,CRDRATE,RACE,HIS,,,,
2016,2020,NV,Nevada,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,6,6,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-117.07184056399967 39.493240390000494),32,CAN,CAN03,,NMBR,RACE,HIS,,,,
2016,2020,MO,Missouri,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,18.8,18.8,,,13,26.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),29,CAN,CAN04,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,ND,North Dakota,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,701,701,,,,,Sex,Male,,,,,POINT (-100.11842104899966 47.47531977900047),38,CAN,CAN08,,NMBR,SEX,SEXM,,,,
2015,2019,SC,South Carolina,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,CAN,CAN03,,AGEADJRATE,RACE,API,,,
2015,2019,MN,Minnesota,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,1.2,1.2,,,1,1.4,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN03,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,NH,New Hampshire,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,27.6,27.6,,,25.8,29.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),33,CAN,CAN02,,CRDRATE,RACE,WHT,,,,
2015,2019,LA,Louisiana,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,45.6,45.6,,,44.8,46.5,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),22,CAN,CAN04,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,DE,Delaware,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,254,254,,,184.6,341,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN07,,CRDRATE,RACE,AIAN,,,,
2016,2020,HI,Hawaii,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,14.9,14.9,,,13.8,16.1,Overall,Overall,,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN05,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,MO,Missouri,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,205.7,205.7,,,195.5,216.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),29,CAN,CAN07,,CRDRATE,RACE,API,,,,
2016,2020,CT,Connecticut,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,68.8,68.8,,,62.3,75.7,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN08,,AGEADJRATE,RACE,API,,,,
2016,2020,DC,District of Columbia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,40.3,40.3,,,34.2,47.1,Race/Ethnicity,Hispanic,,,,,POINT (-77.036871 38.907192),11,CAN,CAN08,,CRDRATE,RACE,HIS,,,,
2015,2019,CA,California,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Sex,Male,,,,,POINT (-120.99999953799971 37.63864012300047),6,CAN,CAN03,,AGEADJRATE,SEX,SEXM,,,
2016,2020,MA,Massachusetts,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,286.5,286.5,,,279.1,294.1,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-72.08269067499964 42.27687047000046),25,CAN,CAN07,,AGEADJRATE,RACE,API,,,,
2016,2020,NE,Nebraska,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,1825,1825,,,,,Sex,Male,,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN08,,NMBR,SEX,SEXM,,,,
2016,2020,DE,Delaware,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN03,,AGEADJRATE,RACE,HIS,,,
2015,2019,WY,Wyoming,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-108.10983035299967 43.23554134300048),56,CAN,CAN05,,AGEADJRATE,RACE,API,,,
2015,2019,CT,Connecticut,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,1.1,1.1,,,0.9,1.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN03,,AGEADJRATE,RACE,WHT,,,,
2015,2019,NC,North Carolina,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,40.9,40.9,,,39.7,42.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),37,CAN,CAN04,,AGEADJRATE,RACE,BLK,,,,
2015,2019,UT,Utah,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,443.6,443.6,,,438.4,448.9,Sex,Male,,,,,POINT (-111.58713063499971 39.360700171000474),49,CAN,CAN07,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,IA,Iowa,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,116.5,116.5,,,101,133.4,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-93.81649055599968 42.46940091300047),19,CAN,CAN08,,AGEADJRATE,RACE,API,,,,
2015,2019,PA,Pennsylvania,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,3,3,,,2.5,3.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),42,CAN,CAN03,,AGEADJRATE,RACE,BLK,,,,
2015,2019,FL,Florida,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,12.9,12.9,,,11.3,14.7,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN02,,CRDRATE,RACE,API,,,,
2015,2019,IA,Iowa,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,81.4,81.4,,,71.3,92.5,Race/Ethnicity,Hispanic,,,,,POINT (-93.81649055599968 42.46940091300047),19,CAN,CAN08,,AGEADJRATE,RACE,HIS,,,,
2015,2019,HI,Hawaii,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,1322,1322,,,,,Sex,Male,,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN08,,NMBR,SEX,SEXM,,,,
2016,2020,GA,Georgia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,463.9,463.9,,,462.1,465.7,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN07,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,NE,Nebraska,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,498.3,498.3,,,492.2,504.4,Sex,Male,,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN07,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,MN,Minnesota,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Sex,Male,,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN02,,AGEADJRATE,SEX,SEXM,,,
2015,2019,ND,North Dakota,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),38,CAN,CAN04,,AGEADJRATE,RACE,BLK,,,
2016,2020,CO,Colorado,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,21.9,21.9,,,21,22.7,Sex,Male,,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN05,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,NJ,New Jersey,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,5587,5587,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN07,,NMBR,RACE,HIS,,,,
2015,2019,WV,West Virginia,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),54,CAN,CAN03,,AGEADJRATE,RACE,BLK,,,
2015,2019,NH,New Hampshire,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,708,708,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),33,CAN,CAN04,,NMBR,RACE,WHT,,,,
2015,2019,OR,Oregon,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,19.9,19.9,,,14.9,25.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-120.15503132599969 44.56744942400047),41,CAN,CAN05,,CRDRATE,RACE,BLK,,,,
2016,2020,MT,Montana,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),30,CAN,CAN08,,AGEADJRATE,RACE,BLK,,,
2016,2020,NJ,New Jersey,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,174,174,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN04,,NMBR,RACE,HIS,,,,
2016,2020,MN,Minnesota,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,114.8,114.8,,,107.1,122.8,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN08,,AGEADJRATE,RACE,API,,,,
2015,2019,TX,Texas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,420,420,,,418.9,421,Overall,Overall,,,,,POINT (-99.42677020599967 31.827240407000488),48,CAN,CAN07,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,SC,South Carolina,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,10.2,10.2,,,6.6,15,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,CAN,CAN02,,CRDRATE,RACE,API,,,,
2016,2020,NH,New Hampshire,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),33,CAN,CAN04,,NMBR,RACE,AIAN,,,
2016,2020,IN,Indiana,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,18.5,18.5,,,16.9,20.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,CAN,CAN01,,AGEADJRATE,RACE,BLK,,,,
2015,2019,AL,Alabama,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN01,,CRDRATE,RACE,AIAN,,,
2015,2019,GA,Georgia,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,2.5,2.5,,,2.4,2.7,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN03,,CRDRATE,OVERALL,OVR,,,,
2016,2020,AR,Arkansas,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,48.4,48.4,,,47.5,49.4,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN04,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,TX,Texas,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,5.2,5.2,,,3.4,7.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-99.42677020599967 31.827240407000488),48,CAN,CAN01,,CRDRATE,RACE,AIAN,,,,
2016,2020,ID,Idaho,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-114.3637300419997 43.682630005000476),16,CAN,CAN03,,NMBR,RACE,HIS,,,
2016,2020,DC,District of Columbia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,389.4,389.4,,,380.3,398.6,Sex,Female,,,,,POINT (-77.036871 38.907192),11,CAN,CAN07,,AGEADJRATE,SEX,SEXF,,,,
2016,2020,NE,Nebraska,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,275.1,275.1,,,249.1,302.8,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN07,,AGEADJRATE,RACE,API,,,,
2015,2019,WI,Wisconsin,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,14.8,14.8,,,14.2,15.4,Sex,Male,,,,,POINT (-89.81637074199966 44.39319117400049),55,CAN,CAN01,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,LA,Louisiana,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,13.2,13.2,,,10.7,16.1,Race/Ethnicity,Hispanic,,,,,POINT (-92.44568007099969 31.31266064400046),22,CAN,CAN04,,AGEADJRATE,RACE,HIS,,,,
2015,2019,OR,Oregon,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,550.1,550.1,,,547,553.4,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),41,CAN,CAN07,,CRDRATE,OVERALL,OVR,,,,
2016,2020,FL,Florida,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,18.5,18.5,,,18.2,18.8,Sex,Female,,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN02,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,TN,Tennessee,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,19.6,19.6,,,18.9,20.3,Sex,Male,,,,,POINT (-85.77449091399967 35.68094058000048),47,CAN,CAN05,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,WV,West Virginia,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,17.1,17.1,,,16.4,17.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),54,CAN,CAN01,,AGEADJRATE,RACE,WHT,,,,
2015,2019,NV,Nevada,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,Number,Number,42,42,,,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),32,CAN,CAN01,,NMBR,RACE,API,,,,
2015,2019,SC,South Carolina,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,4.2,4.2,,,3.2,5.4,Race/Ethnicity,Hispanic,,,,,POINT (-81.04537120699968 33.998821303000454),45,CAN,CAN04,,CRDRATE,RACE,HIS,,,,
2016,2020,CA,California,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,14.1,14.1,,,13.7,14.5,Race/Ethnicity,Hispanic,,,,,POINT (-120.99999953799971 37.63864012300047),6,CAN,CAN02,,AGEADJRATE,RACE,HIS,,,,
2015,2019,NE,Nebraska,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,23,23,,,,,Sex,Female,,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN03,,NMBR,SEX,SEXF,,,,
2015,2019,OH,Ohio,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,7.5,7.5,,,4.8,10.8,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),39,CAN,CAN05,,AGEADJRATE,RACE,API,,,,
2015,2019,CO,Colorado,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,26.2,26.2,,,21.7,31.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN02,,AGEADJRATE,RACE,BLK,,,,
2015,2019,KY,Kentucky,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,72.5,72.5,,,63,82.9,Race/Ethnicity,Hispanic,,,,,POINT (-84.77497104799966 37.645970271000465),21,CAN,CAN08,,AGEADJRATE,RACE,HIS,,,,
2015,2019,DE,Delaware,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN02,,CRDRATE,RACE,AIAN,,,
